"Codigo","Seccion","Tipo","Dia","Inicio","Final"
"EI4204","20","Catedra","Jueves","10:15","11:45"
"EI4204","21","Catedra","Viernes","08:30","10:00"
"EI4205","1","Catedra","Miércoles","08:30","10:00"
"EI4205","2","Catedra","Miércoles","10:15","11:45"
"EI4205","3","Catedra","Jueves","14:30","16:00"
"EI4205","4","Catedra","Viernes","08:30","10:00"
"EI4205","5","Catedra","Viernes","10:15","11:45"
"EI4205","6","Catedra","Viernes","10:15","11:45"
"EI4205","7","Catedra","Viernes","10:15","11:45"
"EI4205","8","Catedra","Viernes","12:00","13:30"
"EI4205","9","Catedra","Viernes","12:00","13:30"
"EI4205","10","Catedra","Viernes","12:00","13:30"
"EI4205","11","Catedra","Viernes","12:00","13:30"
"EI4205","12","Catedra","Jueves","10:15","11:45"
"EI4205","13","Catedra","Jueves","08:30","10:00"
"EI4205","14","Catedra","Jueves","12:00","13:30"
"EI4205","15","Catedra","Jueves","12:00","13:30"
"EI4205","16","Catedra","Jueves","14:30","16:00"
"EI4205","17","Catedra","Jueves","08:30","10:00"
"EI4205","18","Catedra","Viernes","12:00","13:30"
"EI4205","19","Catedra","Viernes","14:30","16:00"
"EI4205","20","Catedra","Jueves","10:15","11:45"
"EI4205","21","Catedra","Jueves","14:30","16:00"
"EI4205","23","Catedra","Jueves","10:15","11:45"
"FT1101","1","Catedra","Lunes","18:00","20:00"
"FT1101","2","Catedra","Martes","16:00","18:00"
"TESTDE","1","","","",""
"TESTDE","2","","","",""
"TESTDE","3","","","",""
"TESTDE","4","","","",""
"TESTDF","1","","","",""
"TESTDI","1","","","",""
"TESTDI","2","","","",""
"TESTDI","3","","","",""
"TESTDI","4","","","",""
"CD1100","1","Catedra","Martes","16:15","17:45"
"CD1100","1","Laboratorio","Martes","18:00","19:30"
"CD1100","2","Catedra","Miércoles","08:30","10:00"
"CD1100","2","Laboratorio","Miércoles","10:15","11:45"
"CD1100","3","Catedra","Miércoles","08:30","10:00"
"CD1100","3","Laboratorio","Miércoles","10:15","11:45"
"CD1100","4","Catedra","Miércoles","08:30","10:00"
"CD1100","4","Laboratorio","Miércoles","10:15","11:45"
"CD1100","5","Catedra","Lunes","08:30","10:00"
"CD1100","5","Laboratorio","Lunes","10:15","11:45"
"CD1100","6","Catedra","Jueves","16:15","17:45"
"CD1100","6","Laboratorio","Jueves","18:00","19:30"
"CD1100","7","Catedra","Martes","14:30","16:00"
"CD1100","7","Laboratorio","Martes","16:15","17:45"
"CD1100","8","Catedra","Martes","14:30","16:00"
"CD1100","8","Laboratorio","Martes","16:15","17:45"
"CD1100","9","Catedra","Lunes","08:30","10:00"
"CD1100","9","Laboratorio","Lunes","10:15","11:45"
"CD1100","10","Catedra","Martes","08:30","10:00"
"CD1100","10","Laboratorio","Jueves","08:30","10:00"
"CD1100","11","Catedra","Martes","18:00","19:30"
"CD1100","11","Laboratorio","Jueves","18:00","19:30"
"CD1201","1","Catedra","Miércoles","14:30","16:00"
"CD1201","1","Laboratorio","Miércoles","16:15","17:45"
"CD2201","1","Catedra","Viernes","14:30","16:00"
"CD2201","2","Catedra","Martes","18:00","19:30"
"CD2201","3","Catedra","Viernes","12:00","13:30"
"CD2201","4","Catedra","Viernes","12:00","13:30"
"CD2201","5","Catedra","Viernes","14:30","16:00"
"CD3001","1","Catedra","Lunes","18:00","19:30"
"EI3001","1","Catedra","Lunes","16:15","17:45"
"EI3001","1","Laboratorio","Lunes","14:30","16:00"
"EI4001","1","Laboratorio","Lunes","14:30","17:45"
"EI4002","1","Catedra","Martes","18:00","19:30"
"EI4002","1","Laboratorio","Jueves","18:00","19:30"
"IO4100","1","Catedra","Lunes","18:00","19:30"
"EI3002","1","Catedra","Miércoles","16:15","17:45"
"EL3003","1","Catedra","Martes","10:00","12:00"
"EL3003","1","Laboratorio","Miércoles","08:00","12:00"
"EL3003","2","Catedra","Martes","10:00","12:00"
"EL3003","2","Laboratorio","Viernes","14:00","18:00"
"EL3004","1","Catedra","Jueves","08:00","10:00"
"EL3004","1","Auxiliar","Martes","14:00","16:00"
"EL3005","1","Catedra","Miércoles","16:15","17:45"
"EL3005","1","Auxiliar","Lunes","14:30","16:00"
"EL3006","1","Catedra","Jueves","12:00","14:00"
"EL3101","1","Catedra","Jueves","08:00","10:00"
"EL3101","1","Auxiliar","Viernes","14:00","18:00"
"EL3101","2","Catedra","Jueves","08:30","10:00"
"EL3101","2","Auxiliar","Miércoles","08:00","12:00"
"EL3102","1","Catedra","Jueves","10:15","11:45"
"EL3102","1","Auxiliar","Lunes","14:00","16:00"
"EL3102","1","Laboratorio","Jueves","14:00","18:00"
"EL3102","2","Catedra","Jueves","10:15","11:45"
"EL3102","2","Auxiliar","Lunes","14:00","16:00"
"EL3102","2","Laboratorio","Miércoles","14:00","18:00"
"EL3103","1","Catedra","Viernes","10:15","11:45"
"EL3103","1","Auxiliar","Martes","16:15","17:45"
"EL3103","2","Catedra","Viernes","10:15","11:45"
"EL3103","2","Auxiliar","Martes","16:15","17:45"
"EL3104","1","Catedra","Jueves","12:00","13:30"
"EL3104","1","Auxiliar","Lunes","12:00","13:30"
"EL3105","1","Catedra","Viernes","18:00","19:30"
"EL3105","1","Auxiliar","Lunes","18:00","20:00"
"EL3105","2","Catedra","Viernes","12:00","13:30"
"EL3105","2","Auxiliar","Lunes","18:00","20:00"
"EL3105","3","Catedra","Miércoles","14:30","17:45"
"EL3105","3","Auxiliar","Lunes","18:00","20:00"
"EL4001","1","Catedra","Viernes","10:00","12:00"
"EL4001","1","Auxiliar","Viernes","14:00","16:00"
"EL4002","1","Catedra","Jueves","10:15","11:45"
"EL4002","1","Auxiliar","Viernes","16:00","18:00"
"EL4002","1","Laboratorio","Jueves","14:00","18:00"
"EL4002","2","Catedra","Jueves","10:00","12:00"
"EL4002","2","Auxiliar","Viernes","16:00","18:00"
"EL4002","2","Laboratorio","Miércoles","14:00","18:00"
"EL4003","1","Catedra","Viernes","12:00","13:30"
"EL4003","1","Auxiliar","Martes","16:15","17:45"
"EL4004","1","Catedra","Jueves","12:00","13:30"
"EL4004","1","Auxiliar","Viernes","12:00","14:00"
"EL4005","1","Catedra","Miércoles","14:30","16:00"
"EL4005","1","Auxiliar","Miércoles","16:15","17:45"
"EL4005","2","Catedra","Miércoles","14:30","16:00"
"EL4005","2","Auxiliar","Miércoles","16:15","17:45"
"EL4030","1","","","",""
"EL4030","2","","","",""
"EL4102","1","Catedra","Miércoles","10:15","11:45"
"EL4103","1","Catedra","Viernes","10:00","12:00"
"EL4103","1","Auxiliar","Miércoles","18:00","20:00"
"EL4105","1","Catedra","Jueves","10:15","11:45"
"EL4105","1","Auxiliar","Jueves","14:00","16:00"
"EL4106","1","Catedra","Jueves","14:30","16:00"
"EL4107","1","Catedra","Jueves","16:00","18:00"
"EL4107","1","Auxiliar","Martes","14:30","16:00"
"EL4108","1","Catedra","Jueves","16:15","17:45"
"EL4108","1","Auxiliar","Viernes","14:30","16:00"
"EL4901","1","","","",""
"EL4901","2","","","",""
"EL5001","1","Catedra","Miércoles","18:00","19:30"
"EL5001","2","Catedra","Lunes","18:00","19:30"
"EL5001","3","Catedra","Lunes","08:30","10:00"
"EL5002","1","Catedra","Miércoles","10:15","11:45"
"EL5002","2","Catedra","Jueves","10:15","11:45"
"EL5003","1","Catedra","Lunes","18:00","19:30"
"EL5003","2","Catedra","Jueves","18:00","19:30"
"EL5003","3","Catedra","Viernes","16:15","17:45"
"EL5003","4","Catedra","Miércoles","18:00","19:30"
"EL5004","1","Catedra","Lunes","18:00","19:30"
"EL5004","2","Catedra","Lunes","12:00","13:30"
"EL5004","3","Catedra","Viernes","10:15","11:45"
"EL5030","1","","","",""
"EL5030","2","","","",""
"EL5030","3","","","",""
"EL5202","1","Catedra","Viernes","14:00","16:00"
"EL5202","1","Laboratorio","Martes","12:00","16:00"
"EL5203","1","Catedra","Viernes","12:00","13:30"
"EL5203","1","Auxiliar","Viernes","14:30","18:00"
"EL5204","1","Catedra","Viernes","12:00","13:30"
"EL5204","1","Auxiliar","Viernes","14:30","18:00"
"EL5205","1","Catedra","Miércoles","16:15","19:30"
"EL5206","1","Catedra","Jueves","16:00","20:00"
"EL5206","1","Auxiliar","Lunes","18:00","20:00"
"EL5206","2","Catedra","Jueves","16:00","20:00"
"EL5206","2","Auxiliar","Lunes","18:00","20:00"
"EL5207","1","Laboratorio","Viernes","08:30","11:45"
"EL5900","1","Catedra","Jueves","14:30","16:00"
"EL5901","1","","","",""
"EL5901","2","","","",""
"EL5901","3","","","",""
"EL6000","1","Catedra","Viernes","10:15","11:45"
"EL6000","1","Auxiliar","Viernes","16:15","17:45"
"EL6010","1","Catedra","Miércoles","16:15","17:45"
"EL6010","1","Auxiliar","Viernes","10:15","11:45"
"EL6011","1","Catedra","Jueves","18:00","21:00"
"EL6015","1","Catedra","Jueves","08:30","10:00"
"EL6018","1","Catedra","Jueves","18:00","19:30"
"EL6020","1","Catedra","Miércoles","14:30","17:45"
"EL6020","2","Catedra","Miércoles","14:30","17:45"
"EL6020","3","Catedra","Miércoles","14:30","17:45"
"EL6023","1","Catedra","Viernes","12:00","13:30"
"EL6025","1","Catedra","Miércoles","08:30","10:00"
"EL6025","1","Auxiliar","Jueves","08:30","10:00"
"EL6030","1","","","",""
"EL6030","2","","","",""
"EL6045","1","Catedra","Jueves","10:15","11:45"
"EL6046","1","Catedra","Lunes","18:00","19:30"
"EL6048","1","Catedra","Miércoles","14:00","18:00"
"EL6050","1","Catedra","Jueves","08:30","10:00"
"EL6801","1","","","",""
"EL6802","1","","","",""
"EL6803","1","","","",""
"EL6908","1","Catedra","Martes","16:15","17:45"
"EL6908","2","Catedra","Martes","16:15","17:45"
"EL6908","3","Catedra","Martes","12:00","13:30"
"EL6908","4","Catedra","Viernes","16:15","17:45"
"EL6909","1","Catedra","Martes","14:00","16:00"
"EL6909","2","","","",""
"EL7020","1","Catedra","Jueves","08:00","10:00"
"EL7020","1","Auxiliar","Martes","18:00","19:30"
"EL7021","1","","","",""
"EL7023","1","Catedra","Jueves","12:00","13:30"
"EL7026","1","","","",""
"EL7027","1","","","",""
"EL7031","1","Catedra","Viernes","12:00","13:30"
"EL7032","1","Catedra","Jueves","14:00","16:00"
"EL7037","1","","","",""
"EL7038","1","Catedra","Jueves","08:30","10:00"
"EL7039","1","Catedra","Viernes","12:00","13:30"
"EL7041","1","Catedra","Miércoles","10:15","11:45"
"EL7041","1","Auxiliar","Miércoles","16:15","17:45"
"EL7043","1","Catedra","Jueves","12:00","13:30"
"EL7043","1","Auxiliar","Lunes","12:00","13:30"
"EL7044","1","Catedra","Jueves","10:15","11:45"
"EL7044","1","Auxiliar","Lunes","14:30","16:00"
"EL7045","1","Catedra","Jueves","14:30","16:00"
"EL7045","1","Auxiliar","Viernes","10:00","12:00"
"EL7049","1","","","",""
"EL7050","1","","","",""
"EL7052","1","Catedra","Lunes","10:15","13:30"
"EL7052","1","Auxiliar","Lunes","14:00","16:00"
"EL7806","1","","","",""
"EL7850","1","","","",""
"EL7907","1","","","",""
"EL7908","1","","","",""
"DPDIIGEWCBO10","1","","","",""
"DPDIIGEWKLC01","1","","","",""
"DPDIIGEWKLC02","1","","","",""
"DPDIIGEWKLC03","1","","","",""
"DPDIIGEWKLC05","1","","","",""
"DPDIIGEWKLC06","1","","","",""
"CECSPDIMPN01","1","","","",""
"CEDICLEANC07","1","","","",""
"CEDIIDGPWK01","1","","","",""
"CEPOSADSER01","1","","","",""
"CEPOSIRISO01","1","","","",""
"CEPOSIRISO02","1","","","",""
"CEPOSIRISO02","2","","","",""
"DPDIECCDBC01","1","","","",""
"DPDIECCDBC04","1","","","",""
"DPDIECCDBC05","1","","","",""
"DPDIECCDBC06","1","","","",""
"DPDIIGEVCB01","1","","","",""
"DPDIIGEVCB02","1","","","",""
"DPDIIGEVCB03","1","","","",""
"DPDIIGEVCB04","1","","","",""
"DPDIIGEVCB05","1","","","",""
"DPDIIGEVCB06","1","","","",""
"DPDIIGEWCBO6","1","","","",""
"DPDIIGEWCBO7","1","","","",""
"DPDIIGEWCBO8","1","","","",""
"DPDIIGEWCBO9","1","","","",""
"DPDIMINGADM1","1","","","",""
"DPDIMINGADM2","1","","","",""
"DPDIMINGADM3","1","","","",""
"DPDIMINGADM6","1","","","",""
"DPDIMINGMM03","1","","","",""
"DPDIMINGMM09","1","","","",""
"DPDIMINGMM10","1","","","",""
"DPDIMINGMM13","1","","","",""
"DPDIMINGMM14","1","","","",""
"CEDIIINGP01","1","","","",""
"CEPOSTCTI01","1","","","",""
"CEPOSTCTI01","2","","","",""
"DEPOSINNC01","1","","","",""
"DEPOSINNC02","1","","","",""
"DEPOSINNC03","1","","","",""
"DEPOSINNC04","1","","","",""
"DEPOSINNC05","1","","","",""
"DEPOSINNC06","1","","","",""
"DEPOSINNC07","1","","","",""
"DEPOSINNC08","1","","","",""
"DPDGHMMA001","1","","","",""
"DPDICDPIC01","1","","","",""
"DPDICDPIC02","1","","","",""
"DPDICDPIC03","1","","","",""
"DPDICDPIC04","1","","","",""
"DPDICIEDS01","1","","","",""
"DPDICIEDS02","1","","","",""
"DPDICIEDS03","1","","","",""
"DPDICIEDS04","1","","","",""
"DPDICIEDS05","1","","","",""
"DPDICIEDS06","1","","","",""
"DPDICIEDS07","1","","","",""
"DPDICIEDS08","1","","","",""
"DPDIIGEWK09","1","","","",""
"DPDIIHDHC01","1","","","",""
"DPDIIHDHC01","2","","","",""
"DPDIIHDHC01","3","","","",""
"DPDIIHDHC02","1","","","",""
"DPDIIHDHC02","2","","","",""
"DPDIIHDHC02","3","","","",""
"DPDIIHDHC03","1","","","",""
"DPDIIHDHC03","2","","","",""
"DPDIIHDHC03","3","","","",""
"DPDIIHDHC04","1","","","",""
"DPDIIHDHC04","2","","","",""
"DPDIIHDHC04","3","","","",""
"DPDIIHDHC05","1","","","",""
"DPDIIHDHC05","2","","","",""
"DPDIIHDHC05","3","","","",""
"DPDIMEOGA01","1","","","",""
"DPDIMEOGA02","1","","","",""
"DPDIMEOGA03","1","","","",""
"DPDIMEOGA04","1","","","",""
"DPDIMEOGA05","1","","","",""
"DPDIMEOGA06","1","","","",""
"DPDIMEOGA07","1","","","",""
"DPDIMEOGA08","1","","","",""
"DPDIMEOGA09","1","","","",""
"DPDIMINEG01","1","","","",""
"DPDIMINEG02","1","","","",""
"DPDIMINEM01","1","","","",""
"DPDIMINEM02","1","","","",""
"DPDIMINEM05","1","","","",""
"DPDIMINEM08","1","","","",""
"DPDIMINEM10","1","","","",""
"DPDIMINEM11","1","","","",""
"CEDICBIM01","1","","","",""
"CEDIIACA04","1","","","",""
"CEDIIACA05","1","","","",""
"CEDIINYC01","1","","","",""
"CEEPECRP01","1","","","",""
"CEPOSIES01","1","","","",""
"CEPOSPBI01","1","","","",""
"DPDICTES01","1","","","",""
"DPDICTES02","1","","","",""
"DPDICTES03","1","","","",""
"DPDICTES11","1","","","",""
"DPDICTES41","1","","","",""
"DPDICTES42","1","","","",""
"DPDIIGDE09","1","","","",""
"DPDIIPEP01","1","","","",""
"DPDIIPEP02","1","","","",""
"DPDIIPEP03","1","","","",""
"DPDIIPEP04","1","","","",""
"DPDIIPEP05","1","","","",""
"DPDIIPEP06","1","","","",""
"DPDIIPEP07","1","","","",""
"DPDIIPEP08","1","","","",""
"DPDIMCMG01","1","","","",""
"DPDIMCMG03","1","","","",""
"DPDIMCMG07","1","","","",""
"DPDIMCMG08","1","","","",""
"DPDIMCMG09","1","","","",""
"DPDIMCMG14","1","","","",""
"DPDIMCMG16","1","","","",""
"DPDIMCMG17","1","","","",""
"DPDIMCMG19","1","","","",""
"DPDIMCMG20","1","","","",""
"DPDIMCMG21","1","","","",""
"DPEPECAC01","1","","","",""
"DPEPECAC02","1","","","",""
"DPEPECAC03","1","","","",""
"DPEPECAC04","1","","","",""
"DPEPECAC05","1","","","",""
"CEDIILM01","1","","","",""
"DPDICIR01","1","","","",""
"DPDICIR02","1","","","",""
"DPDICIR03","1","","","",""
"DPDICIR04","1","","","",""
"DPDICIR05","1","","","",""
"DPDICIR06","1","","","",""
"DPDICIR07","1","","","",""
"DPDICIR08","1","","","",""
"DPDIIIN01","1","","","",""
"DPEPCDA01","1","","","",""
"DPPRUEBA","1","","","",""
"MDS7201","1","Catedra","Jueves","08:30","10:00"
"MDS7202","1","Catedra","Miércoles","16:15","17:45"
"MDS7202","1","Auxiliar","Viernes","16:15","17:45"
"MIE7101","1","Catedra","Martes","12:00","13:30"
"MIE7101","1","Auxiliar","Martes","18:00","19:30"
"MIE7102","1","Catedra","Martes","14:30","16:00"
"MIE7102","1","Auxiliar","Martes","16:15","17:45"
"MIE7103","1","Catedra","Miércoles","16:15","17:45"
"MIE7104","1","Catedra","Lunes","14:30","17:45"
"EP0001","1","","","",""
"EP2201","1","","","",""
"EP3203","1","","","",""
"EP4205","1","","","",""
"EP4205","2","Catedra","Jueves","18:00","20:00"
"EP5206","1","","","",""
"EP7001","1","Catedra","Lunes","10:15","13:30"
"EP7003","1","Catedra","Lunes","16:15","17:45"
"EP9000","1","","","",""
"EP80A","1","","","",""
"EP80B","1","","","",""
"EP80C","1","","","",""
"EP80D","1","","","",""
"EP80E","1","","","",""
"EP80F","1","","","",""
"EP91A","1","","","",""
"EP91B","1","","","",""
"EP91C","1","","","",""
"EP91D","1","","","",""
"EP91E","1","","","",""
"EP91F","1","","","",""
"EP91G","1","","","",""
"EP91H","1","","","",""
"EP91I","1","","","",""
"EP91J","1","","","",""
"EP700","1","","","",""
"EP900","1","","","",""
"EP901","1","","","",""
"FD701","1","Catedra","Jueves","10:15","11:45"
"FD702","1","","","",""
"FD705","1","","","",""
"FD705","2","","","",""
"ES-0000","0000","","","",""
"ES1001","1","","","",""
"ES1001","2","","","",""
"ES1001","3","","","",""
"ES1001","4","","","",""
"MOVEC2","1","","","",""
"MOVEC4","1","","","",""
"MOV1","1","","","",""
"VA-01-0327-17","01","Catedra","Miércoles","16:30","18:00"
"VA-01-0327-18","01","Catedra","Lunes","14:30","16:00"
"VA-01-0327-20","01","Catedra","Jueves","17:00","18:30"
"VA-01-0327-22","01","Catedra","Jueves","15:00","16:30"
"VA-01-0327-30","01","Catedra","Martes","15:00","16:30"
"VA-01-0327-31","01","Catedra","Miércoles","14:30","16:00"
"VA-01-0327-33","01","Catedra","Lunes","15:00","16:30"
"VA-01-0327-40","01","Catedra","Lunes","15:00","16:30"
"VA-01-0327-41","01","Catedra","Viernes","14:30","16:00"
"VA-01-0327-42","01","Catedra","Jueves","12:00","13:30"
"VA-01-0327-43","01","Catedra","Martes","12:00","13:30"
"VA-01-0327-44","01","Catedra","Sábado","10:00","11:30"
"VA-01-0327-51","01","Catedra","Miércoles","14:00","15:30"
"VA-01-0327-53","01","Catedra","Jueves","16:00","18:00"
"VA-01-0327-54","01","Catedra","Martes","16:30","18:00"
"VA-01-0327-55","01","Catedra","Jueves","18:00","19:30"
"VA-01-0327-56","01","Catedra","Miércoles","15:00","16:00"
"VA-01-0327-57","01","Catedra","Jueves","17:00","18:30"
"VA-01-0327-58","01","Catedra","Martes","16:00","17:30"
"VA-01-0327-59","01","Catedra","Jueves","18:00","19:30"
"VA-01-0327-60","01","Catedra","Miércoles","14:30","16:00"
"VA-01-0327-61","01","Catedra","Miércoles","19:00","20:30"
"VA-01-0327-62","01","Catedra","Martes","17:00","18:30"
"VA-01-0327-64","01","Catedra","Miércoles","16:00","17:30"
"VA-01-0327-65","01","Catedra","Lunes","18:00","19:30"
"VA-01-0327-66","01","Catedra","Jueves","16:15","17:45"
"VA-01-0324-1","01","Catedra","Lunes","14:30","16:00"
"VA-01-0327-2","01","Catedra","Jueves","15:00","16:30"
"VA-01-0331-1","01","Catedra","Martes","16:15","17:45"
"VA-01-0280","01","Catedra","Lunes","14:30","16:00"
"VA-01-0311","01","Catedra","Martes","16:30","18:00"
"VA-01-0321","01","Catedra","Lunes","14:30","16:00"
"VA-01-0329","01","Catedra","Martes","16:00","17:30"
"VA-01-0333","01","Catedra","Miércoles","16:30","18:00"
"CFG2106","1","Catedra","Miércoles","17:00","18:30"
"CFG2205","1","","","",""
"FG6066","1","Catedra","Miércoles","14:30","16:00"
"FG6067","1","Catedra","Miércoles","16:15","17:45"
"FG6075","1","Catedra","Viernes","14:30","16:00"
"FG6097","1","Catedra","Miércoles","16:00","17:30"
"FG6135","1","Catedra","Miércoles","15:00","16:30"
"FI1000","1","Catedra","Jueves","10:15","11:45"
"FI1000","1","Auxiliar","Jueves","14:30","17:45"
"FI1000","1","Control","Miércoles","18:00","21:00"
"FI1000","2","Catedra","Jueves","10:15","11:45"
"FI1000","2","Auxiliar","Jueves","14:30","17:45"
"FI1000","2","Control","Miércoles","18:00","21:00"
"FI1000","3","Catedra","Jueves","10:15","11:45"
"FI1000","3","Auxiliar","Jueves","14:30","17:45"
"FI1000","3","Control","Miércoles","18:00","21:00"
"FI1000","4","Catedra","Jueves","10:15","11:45"
"FI1000","4","Auxiliar","Jueves","14:30","17:45"
"FI1000","4","Control","Miércoles","18:00","21:00"
"FI1000","5","Catedra","Jueves","12:00","13:30"
"FI1000","5","Auxiliar","Miércoles","08:30","11:45"
"FI1000","5","Control","Miércoles","18:00","21:00"
"FI1000","6","Catedra","Jueves","12:00","13:30"
"FI1000","6","Auxiliar","Miércoles","08:30","11:45"
"FI1000","6","Control","Miércoles","18:00","21:00"
"FI1000","7","Catedra","Jueves","12:00","13:30"
"FI1000","7","Auxiliar","Miércoles","08:30","11:45"
"FI1000","7","Control","Miércoles","18:00","21:00"
"FI1000","8","Catedra","Jueves","12:00","13:30"
"FI1000","8","Auxiliar","Miércoles","08:30","11:45"
"FI1000","8","Control","Miércoles","18:00","21:00"
"FI1100","1","Catedra","Jueves","12:00","13:30"
"FI1100","1","Auxiliar","Lunes","16:00","18:00"
"FI1100","1","Control","Viernes","18:00","21:00"
"FI2001","1","Catedra","Jueves","12:00","13:30"
"FI2001","1","Auxiliar","Viernes","14:00","16:00"
"FI2001","1","Control","Miércoles","18:00","21:00"
"FI2001","2","Catedra","Jueves","12:00","13:30"
"FI2001","2","Auxiliar","Viernes","14:00","16:00"
"FI2001","2","Control","Miércoles","18:00","21:00"
"FI2001","3","Catedra","Jueves","12:00","13:30"
"FI2001","3","Auxiliar","Viernes","14:00","16:00"
"FI2001","3","Control","Miércoles","18:00","21:00"
"FI2001","4","Catedra","Jueves","10:15","11:45"
"FI2001","4","Auxiliar","Viernes","16:00","18:00"
"FI2001","4","Control","Miércoles","18:00","21:00"
"FI2001","5","Catedra","Jueves","10:15","11:45"
"FI2001","5","Auxiliar","Viernes","16:00","18:00"
"FI2001","5","Control","Miércoles","18:00","21:00"
"FI2001","6","Catedra","Jueves","10:15","11:45"
"FI2001","6","Auxiliar","Viernes","16:00","18:00"
"FI2001","6","Control","Miércoles","18:00","21:00"
"FI2002","1","Catedra","Jueves","10:15","11:45"
"FI2002","1","Auxiliar","Viernes","18:00","20:00"
"FI2002","1","Control","Jueves","18:00","21:00"
"FI2002","2","Catedra","Jueves","14:30","16:00"
"FI2002","2","Auxiliar","Viernes","18:00","20:00"
"FI2002","2","Control","Jueves","18:00","21:00"
"FI2002","3","Catedra","Jueves","12:00","13:30"
"FI2002","3","Auxiliar","Lunes","18:00","20:00"
"FI2002","3","Control","Jueves","18:00","21:00"
"FI2003","1","Catedra","Lunes","12:00","13:30"
"FI2003","1","Laboratorio","Jueves","08:30","10:00"
"FI2003","2","Catedra","Viernes","10:15","11:45"
"FI2003","2","Laboratorio","Miércoles","10:15","11:45"
"FI2003","3","Catedra","Lunes","12:00","13:30"
"FI2003","3","Laboratorio","Jueves","08:30","10:00"
"FI2003","4","Catedra","Viernes","10:15","11:45"
"FI2003","4","Laboratorio","Miércoles","10:15","11:45"
"FI2004","1","Catedra","Jueves","08:30","10:00"
"FI2004","1","Auxiliar","Martes","18:00","20:00"
"FI2004","1","Control","Jueves","18:00","21:00"
"FI2004","2","Catedra","Jueves","10:15","11:45"
"FI2004","2","Auxiliar","Martes","18:00","20:00"
"FI2004","2","Control","Jueves","18:00","21:00"
"FI3001","1","Catedra","Viernes","10:15","11:45"
"FI3001","1","Auxiliar","Martes","14:30","16:00"
"FI3002","1","Catedra","Jueves","10:15","11:45"
"FI3002","1","Auxiliar","Jueves","14:30","16:00"
"FI3003","1","Laboratorio","Viernes","14:30","17:45"
"FI3003","2","Laboratorio","Viernes","10:15","13:30"
"FI3101","1","Catedra","Jueves","08:30","10:00"
"FI3101","1","Auxiliar","Martes","14:30","16:00"
"FI3102","1","Catedra","Jueves","16:15","17:45"
"FI3102","1","Auxiliar","Jueves","12:00","13:30"
"FI3104","1","Catedra","Viernes","12:00","13:30"
"FI3104","1","Auxiliar","Miércoles","08:30","10:00"
"FI4001","1","Catedra","Jueves","12:00","13:30"
"FI4001","1","Auxiliar","Jueves","16:15","17:45"
"FI4003","1","Auxiliar","Miércoles","14:30","17:45"
"FI4004","1","Catedra","Jueves","10:15","11:45"
"FI4004","1","Auxiliar","Jueves","14:30","16:00"
"FI4101","1","Catedra","Viernes","12:00","13:30"
"FI4101","1","Auxiliar","Martes","16:15","17:45"
"FI4104","1","Catedra","Jueves","12:00","13:30"
"FI4104","1","Auxiliar","Martes","14:30","16:00"
"FI4105","1","Catedra","Lunes","16:15","17:45"
"FI4106","1","","","",""
"FI5025","1","","","",""
"FI6005","1","","","",""
"FI6006","1","","","",""
"FI6010","1","","","",""
"FI7002","1","Catedra","Miércoles","16:15","17:45"
"FI7008","1","Catedra","Jueves","12:00","13:30"
"FI7009","1","","","",""
"FI7010","1","Catedra","Jueves","10:15","11:45"
"FI7011","1","Catedra","Jueves","18:00","19:30"
"FI7020","1","","","",""
"FI7023","1","","","",""
"FI797","1","","","",""
"FI798","1","","","",""
"FI896","1","","","",""
"FI897","1","","","",""
"FI898","1","","","",""
"FI899","1","","","",""
"GF3001","1","Catedra","Viernes","12:00","13:30"
"GF3001","1","Auxiliar","Viernes","14:30","16:00"
"GF3001","2","Catedra","Jueves","10:15","11:45"
"GF3001","2","Auxiliar","Viernes","14:30","16:00"
